id,created_at,hash,provider,job_id,price,size,title,image_url,description,address_full,link,numeric_price,numeric_size,price_per_sqm,numeric_rooms,year_built,last_refurbishment_year,condition,interior_quality,flat_type,street,zip_code,city,energy_class,heating_type,energy_source,service_charge,additional_purchase_costs,has_balcony,has_garden,has_kitchen,has_cellar,has_lift,is_barrier_free,price_indicator_percent,published_text,is_private,is_active,change_set
iaWB8Rval63noQigGwylO,1761157806418,161606659,immoscout,Azq45Wjpu4_oVRN8tTeXa,448.000 €,83 m² m²,"Stadtvilla am Lindenpark, im beliebten Osten von Heilbronn",https://pictures.immobilienscout24.de/listings/33919e28-05ed-4241-a650-b99de4be4c89-1941582376.jpg/ORIG/resize/800x600>/format/webp/quality/20,NULL,"Friedhofstraße 43, 74074 Heilbronn, Heilbronner Kernstadt",https://www.immobilienscout24.de/expose/161606659,448000.0,83.0,5397.59,3.0,1998,2025,Saniert,Gehoben,Etagenwohnung,Friedhofstraße,74074,Heilbronn,D,Gas-Heizung,Gas,317.0,31360.0,1,0,0,1,1,0,0.75,vor 25 Tagen,1,1,NULL
k0gYHqVklZnxwYQtTckp1,1761157806418,161869649,immoscout,Azq45Wjpu4_oVRN8tTeXa,90.000 €,25 m² m²,Ein-Zimmer-Appartement in HN- Böckingen zu verkaufen,https://pictures.immobilienscout24.de/listings/762d32bf-213f-4af7-ac84-f2cfe14e541a-1942651629.png/ORIG/resize/800x600>/format/webp/quality/20,NULL,"Keilstr. 8, 74080 Heilbronn, Böckingen",https://www.immobilienscout24.de/expose/161869649,90000.0,25.0,3600.0,1.0,NULL,2021,Saniert,Normal,Etagenwohnung,Keilstr.,74080,Heilbronn,NULL,Etagenheizung,Gas,145.0,6300.0,0,0,1,1,0,0,0.06,vor einem Monat,0,1,NULL
QeFk_sRPq1_Zh4IptTECp,1761157806418,132370196,immoscout,Azq45Wjpu4_oVRN8tTeXa,Auf Anfrage,59 m² m²,Otthello - Wohnen am Theater Heilbronn,https://pictures.immobilienscout24.de/listings/f2e29e23-3d69-4acf-bb9c-ce488c41628b-1871314128.jpg/ORIG/resize/800x600>/format/webp/quality/20,NULL,"Allee 82, 74072 Heilbronn, Heilbronner Kernstadt",https://www.immobilienscout24.de/expose/132370196,NULL,59.0,NULL,2.0,2024,NULL,Erstbezug,Gehoben,Etagenwohnung,Allee,74072,Heilbronn,NULL,Fernwärme,Fernwärme,NULL,NULL,0,0,1,0,1,1,NULL,vor einem Monat,0,1,NULL
KjWKOmrkBIGG_I3QygFJP,1761157806418,161795510,immoscout,Azq45Wjpu4_oVRN8tTeXa,340.000 €,85 m² m²,Hochwertige 3-Zimmer Wohnung mit Balkon und Garage in Heilbronner Kernstadt,https://pictures.immobilienscout24.de/listings/950cd7e1-9be2-450f-b16f-34f09e8acdda-1941594375.jpg/ORIG/resize/800x600>/format/webp/quality/20,NULL,"Nordbergstraße 25, 74076 Heilbronn, Heilbronner Kernstadt",https://www.immobilienscout24.de/expose/161795510,340000.0,85.0,4000.0,3.0,2016,NULL,Gepflegt,no_information,Etagenwohnung,Nordbergstraße,74076,Heilbronn,NULL,Blockheizkraftwerk,Gas,NULL,37910.0,1,0,1,1,1,1,0.19,vor einem Monat,0,1,NULL
s2OFxgDYU61boXUdTuweD,1761157806418,161793138,immoscout,Azq45Wjpu4_oVRN8tTeXa,158.000 €,37 m² m²,Helle Wohnung mit großem Balkon in Top-Lage,https://pictures.immobilienscout24.de/listings/a29946e4-3fb3-4752-b3d3-c3c8e50a6839-1941562568.jpeg/ORIG/resize/800x600>/format/webp/quality/20,NULL,"74074 Heilbronn, Heilbronner Kernstadt (unvollständige Adresse)",https://www.immobilienscout24.de/expose/161793138,158000.0,37.0,4270.27,1.0,1989,NULL,no_information,no_information,Etagenwohnung,no information,74074,Heilbronn,G,Zentralheizung,Gas,274.39,17641.0,1,1,0,1,1,0,0.35,vor einem Monat,0,1,NULL
8motFOLg1_D_1GqFqnMzE,1761157806418,158834523,immoscout,Azq45Wjpu4_oVRN8tTeXa,459.000 €,131 m² m²,6 Zimmer-EG-Wohnung ,https://pictures.immobilienscout24.de/listings/a571f3ac-40b2-4b5c-9bbd-90eca1e33dcf-1900579598.jpg/ORIG/resize/800x600>/format/webp/quality/20,NULL,"Solothurner Straße 2, 74072 Heilbronn, Heilbronner Kernstadt",https://www.immobilienscout24.de/expose/158834523,459000.0,131.0,3503.82,6.0,NULL,NULL,Gepflegt,Normal,Erdgeschosswohnung,Solothurner Straße,74072,Heilbronn,NULL,Etagenheizung,Gas,NULL,32130.0,0,1,0,1,0,0,0.16,vor einem Monat,1,1,NULL
H6GARKCX8800fDRBQZSKr,1761160953311,"Anzeigen-ID
            3223062610",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,235.000 € VB,72 m²,Attraktive Dachgeschoss-Wohnung mit Terrasse und Top-Lage in Neckarsulm,NULL,NULL,74172 Baden-Württemberg - Neckarsulm74172 Baden-Württemberg - Neckarsulm,https://www.kleinanzeigen.de/s-anzeige/attraktive-dachgeschoss-wohnung-mit-terrasse-und-top-lage-in-neckarsulm/3223062610-196-8242,NULL,72.0,NULL,3.0,1985,NULL,NULL,NULL,Dachgeschosswohnung,NULL,NULL,NULL,NULL,NULL,NULL,300.0,NULL,1,0,1,0,0,0,NULL,21.10.2025,0,1,NULL
FOUUHuV9lonpgJxTjPfTz,1761160953312,"Anzeigen-ID
            3222664105",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,189.000 €,55 m²,Charmante 2-Zimmer-Wohnung in Weinsberg – ideal für Kapitalanleger oder Eigennutzer,NULL,NULL,74189 Baden-Württemberg - Weinsberg74189 Baden-Württemberg - Weinsberg,https://www.kleinanzeigen.de/s-anzeige/charmante-2-zimmer-wohnung-in-weinsberg-ideal-fuer-kapitalanleger-oder-eigennutzer/3222664105-196-9242,189000.0,55.0,3436.36,2.0,1993,NULL,NULL,NULL,Etagenwohnung,NULL,NULL,NULL,NULL,NULL,NULL,166.0,NULL,1,0,1,1,0,0,NULL,20.10.2025,0,1,NULL
Fl12UbMP8F9vg73Cnu4O7,1761160953312,"Anzeigen-ID
            3147003970",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,480.000 €,101 m²,Außergewöhnliche Maisonettewohnung in Heilbronn Ost,NULL,NULL,74074 Baden-Württemberg - Heilbronn74074 Baden-Württemberg - Heilbronn,https://www.kleinanzeigen.de/s-anzeige/aussergewoehnliche-maisonettewohnung-in-heilbronn-ost/3147003970-196-9241,480000.0,101.0,4752.48,3.0,2005,NULL,NULL,NULL,Maisonette,NULL,NULL,NULL,NULL,NULL,NULL,351.0,NULL,1,0,1,1,1,0,NULL,20.10.2025,0,1,NULL
xk2wWwQ62Mgf0o8eFbnqX,1761160953312,"Anzeigen-ID
            3196007231",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,158.000 €,37 m²,Helle Wohnung mit großem Balkon in Top-Lage,NULL,NULL,74074 Baden-Württemberg - Heilbronn74074 Baden-Württemberg - Heilbronn,https://www.kleinanzeigen.de/s-anzeige/helle-wohnung-mit-grossem-balkon-in-top-lage/3196007231-196-9241,158000.0,37.0,4270.27,1.0,1989,NULL,NULL,NULL,Erdgeschosswohnung,NULL,NULL,NULL,NULL,NULL,NULL,275.0,NULL,1,0,0,1,1,0,NULL,20.10.2025,0,1,NULL
aZN60WVfM4sbOTdV-WCO9,1761160953312,"Anzeigen-ID
            3166128714",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,311.000 €,90 m²,"Neckarsulm, Betreutes Wohnen 3Zi mit Balkon, TG, renoviert, frei",NULL,NULL,74172 Baden-Württemberg - Neckarsulm74172 Baden-Württemberg - Neckarsulm,https://www.kleinanzeigen.de/s-anzeige/neckarsulm-betreutes-wohnen-3zi-mit-balkon-tg-renoviert-frei/3166128714-196-8242,311000.0,90.0,3455.56,3.0,1995,NULL,NULL,NULL,Etagenwohnung,NULL,NULL,NULL,NULL,NULL,NULL,310.0,NULL,1,0,1,1,1,0,NULL,19.10.2025,0,1,NULL
WepBMGnGCRNhkeRiCncas,1761160953312,"Anzeigen-ID
            2900762833",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,225.000 €,62 m²,"Behaglichkeit pur: Attraktive 2,5-Zi.-Whg. mit Balkon nähe Stadtpark",NULL,NULL,74076 Baden-Württemberg - Heilbronn74076 Baden-Württemberg - Heilbronn,https://www.kleinanzeigen.de/s-anzeige/behaglichkeit-pur-attraktive-2-5-zi-whg-mit-balkon-naehe-stadtpark/2900762833-196-9240,225000.0,62.0,3629.03,2.5,1990,NULL,NULL,NULL,Etagenwohnung,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,1,0,NULL,18.10.2025,0,1,NULL
LWDQTPqDL8AeuNWmndrOB,1761160953312,"Anzeigen-ID
            3218848933",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,269.000 € VB,61 m²,Maisonette Wohnung in Neckarsulm,NULL,NULL,74189 Baden-Württemberg - Weinsberg74189 Baden-Württemberg - Weinsberg,https://www.kleinanzeigen.de/s-anzeige/maisonette-wohnung-in-neckarsulm/3218848933-196-9242,NULL,61.0,NULL,2.5,1992,NULL,NULL,NULL,Maisonette,NULL,NULL,NULL,NULL,NULL,NULL,290.0,NULL,1,0,1,1,0,0,NULL,17.10.2025,0,1,NULL
JFDuzkuljDq8KzJBkhynV,1761160953312,"Anzeigen-ID
            3138716695",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,169.000 €,57 m²,"*Geheimtipp* 2 Zimmer-Wohnung, hochwertig und diskret!",NULL,NULL,74336 Baden-Württemberg - Brackenheim74336 Baden-Württemberg - Brackenheim,https://www.kleinanzeigen.de/s-anzeige/-geheimtipp-2-zimmer-wohnung-hochwertig-und-diskret-/3138716695-196-8780,169000.0,57.0,2964.91,2.0,1996,NULL,NULL,NULL,Etagenwohnung,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,0,0,0,NULL,16.10.2025,0,1,NULL
6HWu6bpVQu8QCxNRvxYul,1761160953312,"Anzeigen-ID
            2819815646",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,279.800 €,"54,49 m²","2,5-Zimmer-Wohnung - Architektur-Highlight AUREO mit KfW 40 - Aktion: Kaufpreiszahlung erst mit Bezugsfertigkeit",NULL,NULL,74072 Baden-Württemberg - Heilbronn74072 Baden-Württemberg - Heilbronn,https://www.kleinanzeigen.de/s-anzeige/2-5-zimmer-wohnung-architektur-highlight-aureo-mit-kfw-40-aktion-kaufpreiszahlung-erst-mit-bezugsfertigkeit/2819815646-196-9245,279800.0,54.49,5134.89,2.0,2025,NULL,NULL,NULL,Etagenwohnung,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,1,1,NULL,15.10.2025,0,1,NULL
4OkTse9lzxUPSiUfLzAHX,1761160953312,"Anzeigen-ID
            2866866217",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,245.900 €,45 m²,"Perfekt für Singles, Paare oder Kapitalanlage - wunderschöne 2-Zimmerwohnung in Feldrandlage",NULL,NULL,74211 Baden-Württemberg - Leingarten74211 Baden-Württemberg - Leingarten,https://www.kleinanzeigen.de/s-anzeige/perfekt-fuer-singles-paare-oder-kapitalanlage-wunderschoene-2-zimmerwohnung-in-feldrandlage/2866866217-196-9230,245900.0,45.0,5464.44,2.0,2015,NULL,NULL,NULL,Andere Wohnungstypen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,1,1,NULL,15.10.2025,0,1,NULL
L9yNqsBNbg6bvthaVUEW_,1761160953312,"Anzeigen-ID
            3217450049",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,279.000 €,61 m²,"Helle freundliche 2,5 Zimmer Maisonettewohnung im Herzen von Neckarsulm",NULL,NULL,74172 Baden-Württemberg - Neckarsulm74172 Baden-Württemberg - Neckarsulm,https://www.kleinanzeigen.de/s-anzeige/helle-freundliche-2-5-zimmer-maisonettewohnung-im-herzen-von-neckarsulm/3217450049-196-8242,279000.0,61.0,4573.77,2.5,1992,NULL,NULL,NULL,Maisonette,NULL,NULL,NULL,NULL,NULL,NULL,290.0,NULL,1,0,0,1,0,0,NULL,15.10.2025,0,1,NULL
5KqrAOrrdaK4mNcPIyT3N,1761160953312,"Anzeigen-ID
            3217135303",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,439.000 €,128 m²,"Exklusive 3-Zimmer-Architektenwohnung mit zwei Balkonen, Kaminofen und moderner Einbauküche",NULL,NULL,74078 Heilbronn - Neckargartach74078 Heilbronn - Neckargartach,https://www.kleinanzeigen.de/s-anzeige/exklusive-3-zimmer-architektenwohnung-mit-zwei-balkonen-kaminofen-und-moderner-einbaukueche/3217135303-196-29858,439000.0,128.0,3429.69,3.0,1993,NULL,NULL,NULL,Dachgeschosswohnung,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,1,1,0,0,NULL,15.10.2025,0,1,NULL
x7aXUcZ_AWjIf4gLDa8Si,1761160953312,"Anzeigen-ID
            3107443806",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,229.000 €,77 m²,Modernes Wohnen über drei Etagen – wie ein eigenes Haus!,NULL,NULL,74080 Baden-Württemberg - Heilbronn74080 Baden-Württemberg - Heilbronn,https://www.kleinanzeigen.de/s-anzeige/modernes-wohnen-ueber-drei-etagen-wie-ein-eigenes-haus-/3107443806-196-9247,229000.0,77.0,2974.03,2.5,1990,NULL,NULL,NULL,Maisonette,NULL,NULL,NULL,NULL,NULL,NULL,164.0,NULL,1,0,0,1,0,0,NULL,14.10.2025,0,1,NULL
Xf6bSUoJgES_I7JxgCp7F,1761160953312,"Anzeigen-ID
            3164705922",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,249.000 €,72 m²,Perfekt für Paare & Familien: 3-Zimmer-Wohnung in Heilbronn-Biberach,NULL,NULL,74078 Heilbronn - Biberach74078 Heilbronn - Biberach,https://www.kleinanzeigen.de/s-anzeige/perfekt-fuer-paare-familien-3-zimmer-wohnung-in-heilbronn-biberach/3164705922-196-29852,249000.0,72.0,3458.33,3.0,2000,NULL,NULL,NULL,Erdgeschosswohnung,NULL,NULL,NULL,NULL,NULL,NULL,295.0,NULL,1,0,1,1,0,0,NULL,13.10.2025,0,1,NULL
ygH4WUkbaOE_vVJpwwpNb,1761160953312,"Anzeigen-ID
            2974627908",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,329.000 €,85 m²,Exklusives Wohnen in moderner Umgebung – Ihre Chance auf eine hochwertige Wohnung,NULL,NULL,74076 Baden-Württemberg - Heilbronn74076 Baden-Württemberg - Heilbronn,https://www.kleinanzeigen.de/s-anzeige/exklusives-wohnen-in-moderner-umgebung-ihre-chance-auf-eine-hochwertige-wohnung/2974627908-196-9240,329000.0,85.0,3870.59,2.0,2016,NULL,NULL,NULL,Etagenwohnung,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,1,1,1,1,NULL,10.10.2025,0,1,NULL
Uxj-4d1v374pLuWoZs4Pd,1761160953312,"Anzeigen-ID
            3211513565",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,320.000 €,92 m²,3-Zimmer Dachgeschosswohnung mit Loft-Flair in Heilbronn-Horkheim ohne Makler-Gebühr,NULL,NULL,74081 Baden-Württemberg - Heilbronn74081 Baden-Württemberg - Heilbronn,https://www.kleinanzeigen.de/s-anzeige/3-zimmer-dachgeschosswohnung-mit-loft-flair-in-heilbronn-horkheim-ohne-makler-gebuehr/3211513565-196-9246,320000.0,92.0,3478.26,3.0,1985,NULL,NULL,NULL,Dachgeschosswohnung,NULL,NULL,NULL,NULL,NULL,NULL,580.0,NULL,1,0,1,1,0,0,NULL,09.10.2025,0,1,NULL
LiVZSWj7zNbVWPSPPSa8e,1761160953312,"Anzeigen-ID
            2920020670",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,352.500 €,67 m²,"Exklusives Neubau-Wohnerlebnis in Brackenheim  3,5-Zimmer-Wohnung mit Balkon und Garage",NULL,NULL,74336 Baden-Württemberg - Brackenheim74336 Baden-Württemberg - Brackenheim,https://www.kleinanzeigen.de/s-anzeige/exklusives-neubau-wohnerlebnis-in-brackenheim-3-5-zimmer-wohnung-mit-balkon-und-garage/2920020670-196-8780,352500.0,67.0,5261.19,3.0,2025,NULL,NULL,NULL,Etagenwohnung,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,1,0,NULL,08.10.2025,0,1,NULL
b7--6kqI3XeGLs5GOS79g,1761160953312,"Anzeigen-ID
            3210220878",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,269.000 € VB,61 m²,Maisonette Wohnung,NULL,NULL,74172 Baden-Württemberg - Neckarsulm74172 Baden-Württemberg - Neckarsulm,https://www.kleinanzeigen.de/s-anzeige/maisonette-wohnung/3210220878-196-8242,NULL,61.0,NULL,2.5,1992,NULL,NULL,NULL,Maisonette,NULL,NULL,NULL,NULL,NULL,NULL,290.0,NULL,1,0,1,1,0,0,NULL,07.10.2025,0,1,NULL
ezpqY_EFmoAdyxVZlbc8q,1761160953312,"Anzeigen-ID
            3209265623",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,270.000 € VB,74 m²,"Helle Maisonette mit Dachterrasse, ruhige Lage – 3 Zimmer, 74 m²",NULL,NULL,74078 Heilbronn - Neckargartach74078 Heilbronn - Neckargartach,https://www.kleinanzeigen.de/s-anzeige/helle-maisonette-mit-dachterrasse-ruhige-lage-3-zimmer-74-m-/3209265623-196-29858,NULL,74.0,NULL,3.0,1995,NULL,NULL,NULL,Maisonette,NULL,NULL,NULL,NULL,NULL,NULL,360.0,NULL,1,0,1,1,0,0,NULL,06.10.2025,0,1,NULL
FpzRvLcWu_ufR6iBcM60f,1761160953312,"Anzeigen-ID
            3206566325",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,369.500 €,67 m²,"Exklusives Neubau-Wohnerlebnis in Brackenheim  3,5-Zimmer-Wohnung mit Balkon und Garage",NULL,NULL,74336 Baden-Württemberg - Brackenheim74336 Baden-Württemberg - Brackenheim,https://www.kleinanzeigen.de/s-anzeige/exklusives-neubau-wohnerlebnis-in-brackenheim-3-5-zimmer-wohnung-mit-balkon-und-garage/3206566325-196-8780,369500.0,67.0,5514.93,3.0,2025,NULL,NULL,NULL,Etagenwohnung,NULL,NULL,NULL,NULL,NULL,NULL,250.0,NULL,1,0,0,1,1,0,NULL,04.10.2025,0,1,NULL
fZcuQXEv_HtT6DwfmnCCw,1761160953312,"Anzeigen-ID
            3206565179",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,359.500 €,67 m²,"Exklusives Neubau-Wohnerlebnis in Brackenheim  3,5-Zimmer-Wohnung mit Balkon und Kfz Stellplatz",NULL,NULL,74336 Baden-Württemberg - Brackenheim74336 Baden-Württemberg - Brackenheim,https://www.kleinanzeigen.de/s-anzeige/exklusives-neubau-wohnerlebnis-in-brackenheim-3-5-zimmer-wohnung-mit-balkon-und-kfz-stellplatz/3206565179-196-8780,359500.0,67.0,5365.67,3.0,2025,NULL,NULL,NULL,Etagenwohnung,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,1,0,NULL,04.10.2025,0,1,NULL
P53lYKbfgIXAToAWluvIo,1761160953312,"Anzeigen-ID
            3176880129",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,297.000 €,75 m²,"AUSSICHT - Lichtdurchflutete 3,5-Zimmer-Dachgeschosswohnung mit Balkon in Neckarsulm-Neuberg",NULL,NULL,74172 Baden-Württemberg - Neckarsulm74172 Baden-Württemberg - Neckarsulm,https://www.kleinanzeigen.de/s-anzeige/aussicht-lichtdurchflutete-3-5-zimmer-dachgeschosswohnung-mit-balkon-in-neckarsulm-neuberg/3176880129-196-8242,297000.0,75.0,3960.0,3.0,1993,NULL,NULL,NULL,Dachgeschosswohnung,NULL,NULL,NULL,NULL,NULL,NULL,350.0,NULL,1,0,0,1,0,0,NULL,01.10.2025,0,1,NULL
Omqg1NKk9Xwb4ANCRgysI,1761160953312,"Anzeigen-ID
            3202891644",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,345.000 €,81 m²,3 Zimmer in ausgesuchter Lage - FALC Immobilien Heilbronn,NULL,NULL,74189 Baden-Württemberg - Weinsberg74189 Baden-Württemberg - Weinsberg,https://www.kleinanzeigen.de/s-anzeige/3-zimmer-in-ausgesuchter-lage-falc-immobilien-heilbronn/3202891644-196-9242,345000.0,81.0,4259.26,3.0,1999,NULL,NULL,NULL,Erdgeschosswohnung,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,0,1,0,1,NULL,30.09.2025,0,1,NULL
NCo_iP22qsKiUlKeUqxGc,1761160953313,"Anzeigen-ID
            3123739693",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,289.000 €,"78,25 m²",Behaglichkeit pur: 3-Zi.-Whg. in ruhiger Lage von Bad Wimpfen,NULL,NULL,74206 Baden-Württemberg - Bad Wimpfen74206 Baden-Württemberg - Bad Wimpfen,https://www.kleinanzeigen.de/s-anzeige/behaglichkeit-pur-3-zi-whg-in-ruhiger-lage-von-bad-wimpfen/3123739693-196-8659,289000.0,78.25,3693.29,3.0,1993,NULL,NULL,NULL,Etagenwohnung,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,1,0,1,1,NULL,28.09.2025,0,1,NULL
Yl-Wk0GBsTiNlfmRVVfPZ,1761160953313,"Anzeigen-ID
            3174382929",kleinanzeigen,b7iyFUeexgrafm2lYJaFp,174.000 €,44 m²,"Gut geschnittene Zweizimmerwohnung mit Loggia, Stellplatz und grüner Aussicht",NULL,NULL,74172 Baden-Württemberg - Neckarsulm74172 Baden-Württemberg - Neckarsulm,https://www.kleinanzeigen.de/s-anzeige/gut-geschnittene-zweizimmerwohnung-mit-loggia-stellplatz-und-gruener-aussicht/3174382929-196-8242,174000.0,44.0,3954.55,2.0,2001,NULL,NULL,NULL,Etagenwohnung,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,1,1,1,0,NULL,28.09.2025,0,1,NULL
